 9.52367896e-13  1.20915276e+00 
 1.00000000e+00  1.20416598e+00 
 2.00000000e+00  1.19900050e+00 
 3.00000000e+00  1.19425689e+00 
 4.00000000e+00  1.18904376e+00 
 5.00000000e+00  1.18453073e+00 
 6.00000000e+00  1.17985008e+00 
 7.00000000e+00  1.17554671e+00 
 8.00000000e+00  1.17054056e+00 
 9.00000000e+00  1.16644088e+00 
 1.00000000e+01  1.16218406e+00 
 1.10000000e+01  1.15826620e+00 
 1.20000000e+01  1.15395000e+00 
 1.30000000e+01  1.15020574e+00 
 1.40000000e+01  1.14631390e+00 
 1.50000000e+01  1.14272851e+00 
