 1.00000000e-05  1.17054056e+00 
 1.00010000e-05  1.17054054e+00 
 1.00030000e-05  1.17054058e+00 
 1.00070000e-05  1.17054054e+00 
 1.00150000e-05  1.17054058e+00 
 1.00250000e-05  1.17054055e+00 
 1.00350000e-05  1.17054073e+00 
 1.00450000e-05  1.17054209e+00 
 1.00550000e-05  1.17047822e+00 
 1.00634547e-05  1.14386391e+00 
 1.00687413e-05  1.12228835e+00 
 1.00744503e-05  1.10371395e+00 
 1.00795990e-05  1.08586420e+00 
 1.00895990e-05  1.04882599e+00 
 1.00995990e-05  1.01173332e+00 
 1.01000000e-05  1.01023110e+00 
 1.01008020e-05  1.00727765e+00 
 1.01024059e-05  1.00140505e+00 
 1.01056139e-05  9.89776052e-01 
 1.01120297e-05  9.67041358e-01 
 1.01220297e-05  9.32457957e-01 
 1.01320297e-05  8.98833351e-01 
 1.01420297e-05  8.65918759e-01 
 1.01520297e-05  8.33985495e-01 
 1.01620297e-05  8.03178686e-01 
 1.01720297e-05  7.73363368e-01 
 1.01820297e-05  7.44648891e-01 
 1.01920297e-05  7.17270203e-01 
 1.02020297e-05  6.91435459e-01 
 1.02120297e-05  6.67117684e-01 
 1.02220297e-05  6.44282626e-01 
 1.02320297e-05  6.22783862e-01 
 1.02420297e-05  6.02524936e-01 
 1.02520297e-05  5.83364061e-01 
 1.02620297e-05  5.65235511e-01 
 1.02720297e-05  5.48041073e-01 
 1.02820297e-05  5.31641642e-01 
 1.02920297e-05  5.15876732e-01 
 1.03020297e-05  5.00948916e-01 
 1.03120297e-05  4.86774316e-01 
 1.03220297e-05  4.73301306e-01 
 1.03320297e-05  4.60495329e-01 
 1.03420297e-05  4.48323124e-01 
 1.03520297e-05  4.36741140e-01 
 1.03620297e-05  4.25704826e-01 
 1.03720297e-05  4.15128464e-01 
 1.03820297e-05  4.04959008e-01 
 1.03920297e-05  3.95208183e-01 
 1.04020297e-05  3.85846913e-01 
 1.04120297e-05  3.76860379e-01 
 1.04220297e-05  3.68221768e-01 
 1.04320297e-05  3.59907858e-01 
 1.04420297e-05  3.51877677e-01 
 1.04520297e-05  3.44143556e-01 
 1.04620297e-05  3.36704190e-01 
 1.04720297e-05  3.29519840e-01 
 1.04820297e-05  3.22579116e-01 
 1.04920297e-05  3.15852621e-01 
 1.05020297e-05  3.09331818e-01 
 1.05120297e-05  3.02994232e-01 
 1.05220297e-05  2.96833651e-01 
 1.05320297e-05  2.90832455e-01 
 1.05420297e-05  2.84990809e-01 
 1.05520297e-05  2.79289385e-01 
 1.05620297e-05  2.73724843e-01 
 1.05720297e-05  2.68286116e-01 
 1.05820297e-05  2.62971814e-01 
 1.05920297e-05  2.57772717e-01 
 1.06020297e-05  2.52688353e-01 
 1.06120297e-05  2.47710919e-01 
 1.06220297e-05  2.42840557e-01 
 1.06320297e-05  2.38070535e-01 
 1.06420297e-05  2.33401401e-01 
 1.06520297e-05  2.28827253e-01 
 1.06620297e-05  2.24348892e-01 
 1.06720297e-05  2.19961063e-01 
 1.06820297e-05  2.15664718e-01 
 1.06920297e-05  2.11455109e-01 
 1.07020297e-05  2.07333253e-01 
 1.07120297e-05  2.03294806e-01 
 1.07220297e-05  1.99340793e-01 
 1.07320297e-05  1.95467189e-01 
 1.07420297e-05  1.91674987e-01 
 1.07520297e-05  1.87960424e-01 
 1.07620297e-05  1.84324432e-01 
 1.07720297e-05  1.80763461e-01 
 1.07820297e-05  1.77278368e-01 
 1.07920297e-05  1.73865784e-01 
 1.08020297e-05  1.70526482e-01 
 1.08120297e-05  1.67257247e-01 
 1.08220297e-05  1.64058767e-01 
 1.08320297e-05  1.60927964e-01 
 1.08420297e-05  1.57865442e-01 
 1.08520297e-05  1.54868246e-01 
 1.08620297e-05  1.51936899e-01 
 1.08720297e-05  1.49068563e-01 
 1.08820297e-05  1.46263682e-01 
 1.08920297e-05  1.43519528e-01 
 1.09020297e-05  1.40836474e-01 
 1.09120297e-05  1.38211896e-01 
 1.09220297e-05  1.35646105e-01 
 1.09320297e-05  1.33136573e-01 
 1.09420297e-05  1.30683556e-01 
 1.09520297e-05  1.28284620e-01 
 1.09620297e-05  1.25939973e-01 
 1.09720297e-05  1.23647274e-01 
 1.09820297e-05  1.21406683e-01 
 1.09920297e-05  1.19215953e-01 
 1.10020297e-05  1.17075204e-01 
 1.10120297e-05  1.14982277e-01 
 1.10220297e-05  1.12937259e-01 
 1.10320297e-05  1.10938076e-01 
 1.10420297e-05  1.08984787e-01 
 1.10520297e-05  1.07075401e-01 
 1.10620297e-05  1.05209952e-01 
 1.10720297e-05  1.03386531e-01 
 1.10820297e-05  1.01605151e-01 
 1.10920297e-05  9.98639812e-02 
 1.11020297e-05  9.81630184e-02 
 1.11120297e-05  9.65005083e-02 
 1.11220297e-05  9.48764322e-02 
 1.11320297e-05  9.32891106e-02 
 1.11420297e-05  9.17385129e-02 
 1.11520297e-05  9.02230314e-02 
 1.11620297e-05  8.87426261e-02 
 1.11720297e-05  8.72957583e-02 
 1.11820297e-05  8.58823807e-02 
 1.11920297e-05  8.45010213e-02 
 1.12020297e-05  8.31516272e-02 
 1.12120297e-05  8.18327905e-02 
 1.12220297e-05  8.05444542e-02 
 1.12320297e-05  7.92852722e-02 
 1.12420297e-05  7.80551846e-02 
 1.12520297e-05  7.68529044e-02 
 1.12620297e-05  7.56783702e-02 
 1.12720297e-05  7.45303517e-02 
 1.12820297e-05  7.34087867e-02 
 1.12920297e-05  7.23124994e-02 
 1.13020297e-05  7.12414277e-02 
 1.13120297e-05  7.01944476e-02 
 1.13220297e-05  6.91714978e-02 
 1.13320297e-05  6.81715040e-02 
 1.13420297e-05  6.71944065e-02 
 1.13520297e-05  6.62391781e-02 
 1.13620297e-05  6.53057610e-02 
 1.13720297e-05  6.43931734e-02 
 1.13820297e-05  6.35013598e-02 
 1.13920297e-05  6.26293813e-02 
 1.14020297e-05  6.17771853e-02 
 1.14120297e-05  6.09438737e-02 
 1.14220297e-05  6.01293970e-02 
 1.14320297e-05  5.93328962e-02 
 1.14420297e-05  5.85543252e-02 
 1.14520297e-05  5.77928620e-02 
 1.14620297e-05  5.70484639e-02 
 1.14720297e-05  5.63203444e-02 
 1.14820297e-05  5.56084646e-02 
 1.14920297e-05  5.49120717e-02 
 1.15020297e-05  5.42311303e-02 
 1.15120297e-05  5.35649199e-02 
 1.15220297e-05  5.29134091e-02 
 1.15320297e-05  5.22759077e-02 
 1.15420297e-05  5.16523886e-02 
 1.15520297e-05  5.10421906e-02 
 1.15620297e-05  5.04452907e-02 
 1.15720297e-05  4.98610553e-02 
 1.15820297e-05  4.92894656e-02 
 1.15920297e-05  4.87299145e-02 
 1.16020297e-05  4.81823875e-02 
 1.16120297e-05  4.76463023e-02 
 1.16220297e-05  4.71216489e-02 
 1.16320297e-05  4.66078689e-02 
 1.16420297e-05  4.61049565e-02 
 1.16520297e-05  4.56123762e-02 
 1.16620297e-05  4.51301264e-02 
 1.16720297e-05  4.46576934e-02 
 1.16820297e-05  4.41950797e-02 
 1.16920297e-05  4.37417924e-02 
 1.17020297e-05  4.32978383e-02 
 1.17120297e-05  4.28627442e-02 
 1.17220297e-05  4.24365210e-02 
 1.17320297e-05  4.20187142e-02 
 1.17420297e-05  4.16093390e-02 
 1.17520297e-05  4.12079588e-02 
 1.17620297e-05  4.08145927e-02 
 1.17720297e-05  4.04288213e-02 
 1.17820297e-05  4.00506676e-02 
 1.17920297e-05  3.96797283e-02 
 1.18020297e-05  3.93160306e-02 
 1.18120297e-05  3.89591864e-02 
 1.18220297e-05  3.86092267e-02 
 1.18320297e-05  3.82657781e-02 
 1.18420297e-05  3.79288754e-02 
 1.18520297e-05  3.75981590e-02 
 1.18620297e-05  3.72736674e-02 
 1.18720297e-05  3.69550543e-02 
 1.18820297e-05  3.66423614e-02 
 1.18920297e-05  3.63352553e-02 
 1.19020297e-05  3.60337810e-02 
 1.19120297e-05  3.57376170e-02 
 1.19220297e-05  3.54468115e-02 
 1.19320297e-05  3.51610544e-02 
 1.19420297e-05  3.48803970e-02 
 1.19520297e-05  3.46045400e-02 
 1.19620297e-05  3.43335377e-02 
 1.19720297e-05  3.40671009e-02 
 1.19820297e-05  3.38052868e-02 
 1.19920297e-05  3.35478160e-02 
 1.20020297e-05  3.32947483e-02 
 1.20120297e-05  3.30458136e-02 
 1.20220297e-05  3.28010742e-02 
 1.20320297e-05  3.25602686e-02 
 1.20420297e-05  3.23234617e-02 
 1.20520297e-05  3.20904004e-02 
 1.20620297e-05  3.18611517e-02 
 1.20720297e-05  3.16354703e-02 
 1.20820297e-05  3.14134256e-02 
 1.20920297e-05  3.11947796e-02 
 1.21020297e-05  3.09796037e-02 
 1.21120297e-05  3.07676671e-02 
 1.21220297e-05  3.05590430e-02 
 1.21320297e-05  3.03535073e-02 
 1.21420297e-05  3.01511351e-02 
 1.21520297e-05  2.99517086e-02 
 1.21620297e-05  2.97553045e-02 
 1.21720297e-05  2.95617111e-02 
 1.21820297e-05  2.93710066e-02 
 1.21920297e-05  2.91829851e-02 
 1.22020297e-05  2.89977262e-02 
 1.22120297e-05  2.88150295e-02 
 1.22220297e-05  2.86349757e-02 
 1.22320297e-05  2.84573697e-02 
 1.22420297e-05  2.82822936e-02 
 1.22520297e-05  2.81095569e-02 
 1.22620297e-05  2.79392430e-02 
 1.22720297e-05  2.77711661e-02 
 1.22820297e-05  2.76054104e-02 
 1.22920297e-05  2.74417947e-02 
 1.23020297e-05  2.72804041e-02 
 1.23120297e-05  2.71210617e-02 
 1.23220297e-05  2.69638533e-02 
